URL: /
Timestamp: Sat Feb 17 2024 14:47:15 GMT-0500 (Eastern Standard Time)

URL: /favicon.ico
Timestamp: Sat Feb 17 2024 14:47:15 GMT-0500 (Eastern Standard Time)

URL: /
Timestamp: Sat Feb 17 2024 15:09:21 GMT-0500 (Eastern Standard Time)

URL: /favicon.ico
Timestamp: Sat Feb 17 2024 15:09:22 GMT-0500 (Eastern Standard Time)

URL: /documentation
Timestamp: Sat Feb 17 2024 15:09:29 GMT-0500 (Eastern Standard Time)

URL: /favicon.ico
Timestamp: Sat Feb 17 2024 15:09:29 GMT-0500 (Eastern Standard Time)

::1 - - [24/Apr/2024:09:52:05 +0000] "GET /movies/Inception HTTP/1.1" 404 19 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:09:52:29 +0000] "GET /movies/Inception HTTP/1.1" 200 305 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:09:55:34 +0000] "GET /movies/Inception HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:09:56:22 +0000] "GET /movies/Inception/genre HTTP/1.1" 200 8 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:09:58:30 +0000] "GET /movies/Inception/director HTTP/1.1" 200 18 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:01:06 +0000] "GET /movies/Inception/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:01:07 +0000] "GET /movies/Inception/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:01:08 +0000] "GET /movies/Inception/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:01:46 +0000] "GET /movies/Inception/director HTTP/1.1" 200 27 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:02:19 +0000] "GET /movies/Inception/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:03:28 +0000] "GET /movies/Inception/director HTTP/1.1" 200 216 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:06:40 +0000] "GET /movies/Inception/director HTTP/1.1" 200 234 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:09:07 +0000] "GET /movies/Inception/director HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:18:32 +0000] "GET /movies/TheKarateKid HTTP/1.1" 404 19 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:19:18 +0000] "GET /movies/The%20Karate%20Kid HTTP/1.1" 200 604 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:22:53 +0000] "GET /movies/The%20Karate%20Kid HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36"
::1 - - [24/Apr/2024:10:38:42 +0000] "GET /movies HTTP/1.1" 200 4630 "-" "PostmanRuntime/7.37.3"
::1 - - [24/Apr/2024:10:39:00 +0000] "GET /movies/director HTTP/1.1" 404 19 "-" "PostmanRuntime/7.37.3"
::1 - - [24/Apr/2024:10:39:04 +0000] "GET /movies/directors HTTP/1.1" 404 19 "-" "PostmanRuntime/7.37.3"
::1 - - [24/Apr/2024:10:39:25 +0000] "GET /movies/title HTTP/1.1" 404 19 "-" "PostmanRuntime/7.37.3"
::1 - - [24/Apr/2024:10:39:34 +0000] "GET /movies/inception HTTP/1.1" 404 19 "-" "PostmanRuntime/7.37.3"
::1 - - [24/Apr/2024:10:39:39 +0000] "GET /movies/Inception HTTP/1.1" 200 521 "-" "PostmanRuntime/7.37.3"
::1 - - [24/Apr/2024:10:41:16 +0000] "GET /movies/Inception/genre HTTP/1.1" 200 8 "-" "PostmanRuntime/7.37.3"
::1 - - [24/Apr/2024:10:41:44 +0000] "GET /movies/Inception/director HTTP/1.1" 200 234 "-" "PostmanRuntime/7.37.3"
